Mod:Item:MetaData, Localized Name
enderio:itemPowderIngot:1, Железный порошок
enderio:itemPowderIngot:2, Золотой порошок
enderio:itemPowderIngot:3, Медный порошок
enderio:itemPowderIngot:4, Оловянный порошок
enderio:itemPowderIngot:5, Порошок из Эндер-жемчуга
enderio:itemPowderIngot:6, Эндериумовая основа
enderio:itemPowderIngot:7, Обсидиановый порошок
enderio:itemPowderIngot:8, Мука
enderio:itemPowderIngot:9, Ардитовый порошок
enderio:itemPowderIngot:10, Кобальтовый порошок
enderio:blockStirlingGenerator, Генератор Стирлинга
enderio:blockCombustionGenerator, Генератор внутреннего сгорания
enderio:blockZombieGenerator, Зомби генератор
enderio:blockReservoir, Резервуар
enderio:blockAlloySmelter, Завод сплавов
enderio:blockSolarPanel:0, Фотовольтовая ячейка
enderio:blockSolarPanel:1, Продвинутая фотовольтовая ячейка
enderio:blockSolarPanel:2, Вибрирующая фотовольтовая ячейка
enderio:blockCapBank:0, Творческий блок конденсаторов
enderio:blockCapBank:1, Основной блок конденсаторов
enderio:blockCapBank:1, Основной блок конденсаторов
enderio:blockCapBank:2, Блок конденсаторов
enderio:blockCapBank:2, Блок конденсаторов
enderio:blockCapBank:3, Вибрирующий блок конденсаторов
enderio:blockCapBank:3, Вибрирующий блок конденсаторов
enderio:blockSagMill, Дробитель
enderio:blockPowerMonitor, Индикатор энергии
enderio:blockPowerMonitorv2, Графический индикатор энергии
enderio:blockVat, Чан
enderio:blockFarmStation, Фермерская станция
enderio:blockTank:0, Жидкостный резервуар
enderio:blockTank:1, Жидкостный резервуар под давлением
enderio:blockCrafter, Создатель
enderio:blockVacuumChest, Вакуумный сундук
enderio:blockXPVacuum, Вакуум опыта
enderio:blockWirelessCharger, Беспроводной зарядник
enderio:blockEnchanter, Зачарователь
enderio:blockSoulBinder, Связыватель душ
enderio:blockSliceAndSplice, «Отрубатель и сращиватель»
enderio:blockAttractor, Притягивающий обелиск
enderio:blockSpawnGuard, Обелиск отвращения
enderio:blockSpawnRelocator, Обелиск релокации
enderio:blockExperienceObelisk, Обелиск опыта
enderio:blockWeatherObelisk, Погодный обелиск
enderio:blockInhibitorObelisk, Обелиск замедления
enderio:blockTransceiver, Пространственный приёмопередатчик
enderio:blockBuffer:0, Предметный буфер
enderio:blockBuffer:1, Энергетический буфер
enderio:blockBuffer:2, Универсальный буфер
enderio:blockBuffer:3, Творческий буфер
enderio:blockInventoryPanel, Инвентарная панель
enderio:blockInventoryChest:0, Tiny Inventory System Storage
enderio:blockInventoryChest:1, Small Inventory System Storage
enderio:blockInventoryChest:2, Medium Inventory System Storage
enderio:blockInventoryChest:3, Big Inventory System Storage
enderio:blockInventoryChest:4, Large Inventory System Storage
enderio:blockInventoryChest:5, Huge Inventory System Storage
enderio:blockInventoryChest:6, Enormous Inventory System Storage
enderio:blockInventoryChest:7, Inventory System Storage Warehouse
enderio:blockInventoryChest:8, Inventory System Storage Extended Warehouse
enderio:blockPoweredSpawner, Электрический спаунер
enderio:itemBrokenSpawner:0, Сломанный спаунер
enderio:itemBrokenSpawner:0, Сломанный спаунер
enderio:itemBrokenSpawner:0, Сломанный спаунер
enderio:itemBrokenSpawner:0, Сломанный спаунер
enderio:itemBrokenSpawner:0, Сломанный спаунер
enderio:itemBrokenSpawner:0, Сломанный спаунер
enderio:itemBrokenSpawner:0, Сломанный спаунер
enderio:itemBrokenSpawner:0, Сломанный спаунер
enderio:itemBrokenSpawner:0, Сломанный спаунер
enderio:blockKillerJoe, Киллер Джо
enderio:blockElectricLight:0, Электрический светильник
enderio:blockElectricLight:1, Электрический светильник (Инвертированный)
enderio:blockElectricLight:2, Светильник
enderio:blockElectricLight:3, Светильник (Инвертированный)
enderio:blockElectricLight:4, Беспроводной электрический светильник
enderio:blockElectricLight:5, Беспроводной электрический светильник (Инвертированный)
enderio:blockLightNode, tile.blockLightNode.name
enderio:blockDarkSteelAnvil:0, Наковальня из тёмной стали
enderio:blockDarkSteelAnvil:1, Повреждённая наковальня из тёмной стали
enderio:blockDarkSteelAnvil:2, Сильно повреждённая наковальня из тёмной стали
enderio:blockDarkSteelLadder, Лестница из тёмной стали
enderio:blockDarkIronBars, Решётка из тёмного железа
enderio:blockDarkSteelTrapdoor, Люк из тёмной стали
enderio:blockReinforcedObsidian, Укреплённый обсидиан
enderio:blockIngotStorage:0, Блок наэлектризованной стали
enderio:blockIngotStorage:1, Блок энергетического сплава
enderio:blockIngotStorage:2, Блок вибрирующего сплава
enderio:blockIngotStorage:3, Блок редстоунового сплава
enderio:blockIngotStorage:4, Блок проводящего железа
enderio:blockIngotStorage:5, Блок пульсирующего железа
enderio:blockIngotStorage:6, Блок тёмной стали
enderio:blockIngotStorage:7, Блок соулария
enderio:blockSelfResettingLever10, Рычаг с самовозвратом (10 секунд)
enderio:blockSelfResettingLever30, Рычаг с самовозвратом (30 секунд)
enderio:blockSelfResettingLever60, Рычаг с самовозвратом (1 минута)
enderio:blockSelfResettingLever300, Рычаг с самовозвратом (5 минут)
enderio:blockDecoration1:0, Корпус механизма (декоративный блок)
enderio:blockDecoration1:1, Пустой механизм (декоративный блок)
enderio:blockDecoration1:2, Верхняя сторона механизма (декоративный блок)
enderio:blockDecoration1:3, Боковая сторона механизма (декоративный блок)
enderio:blockDecoration1:4, Задняя сторона механизма (декоративный блок)
enderio:blockDecoration1:5, Механизм с боковыми сторонами (декоративный блок)
enderio:blockDecoration1:6, Механизм с задними сторонами (декоративный блок)
enderio:blockDecoration1:7, Пустой механизм душ (декоративный блок)
enderio:blockDecoration1:8, Верхняя сторона механизма душ (декоративный блок)
enderio:blockDecoration1:9, Боковая сторона механизма душ (декоративный блок)
enderio:blockDecoration1:10, Задняя сторона механизма душ (декоративный блок)
enderio:blockDecoration1:11, Механизм душ с боковыми сторонами (декоративный блок)
enderio:blockDecoration1:12, Механизм душ с задними сторонами (декоративный блок)
enderio:blockDecoration1:13, Красный механизм (декоративный блок)
enderio:blockDecoration1:14, Сломанный спаунер (декоративный блок)
enderio:blockDecoration1:15, Невидимый блок (декоративный блок)
enderio:blockDecoration2:0, Завод сплавов (декоративный блок)
enderio:blockDecoration2:1, Предметный буфер (декоративный блок)
enderio:blockDecoration2:2, Энергетический буфер (декоративный блок)
enderio:blockDecoration2:3, Универсальный буфер (декоративный блок)
enderio:blockDecoration2:4, Творческий буфер (декоративный блок)
enderio:blockDecoration2:5, Создатель (декоративный блок)
enderio:blockDecoration2:6, Покрасочный механизм (декоративный блок)
enderio:blockDecoration2:7, Индикатор энергии (декоративный блок)
enderio:blockDecoration2:8, Дробитель (декоративный блок)
enderio:blockDecoration2:9, «Отрубатель и сращиватель» (декоративный блок)
enderio:blockDecoration2:10, Генератор Стирлинга (декоративный блок)
enderio:blockDecoration2:11, Жидкостный резервуар (декоративный блок)
enderio:blockDecoration2:12, Жидкостный резервуар под давлением (декоративный блок)
enderio:blockDecoration2:13, Якорь путешествия (декоративный блок)
enderio:blockDecoration2:14, Вакуумный сундук (декоративный блок)
enderio:blockDecoration2:15, Беспроводной зарядник (декоративный блок)
enderio:blockPainter, Покрасочный механизм
enderio:blockPaintedSlab, Покрашенная плита
enderio:blockPaintedStoneSlab, Painted Stone Slab
enderio:blockPaintedPressurePlate:1, Деревянная нажимная плита (Тихая)
enderio:blockPaintedPressurePlate:3, Каменная нажимная плита (Тихая)
enderio:blockPaintedPressurePlate:5, Большегрузная весовая пластина (Тихая)
enderio:blockPaintedPressurePlate:7, Весовая пластина (Тихая)
enderio:blockPaintedPressurePlate:8, Тёмная нажимная плита
enderio:blockPaintedPressurePlate:9, Тёмная нажимная плита (Тихая)
enderio:blockPaintedPressurePlate:10, Соуларивая нажимная плита
enderio:blockPaintedPressurePlate:11, Соуларивая нажимная плита (Тихая)
enderio:blockPaintedPressurePlate:12, Соуларивая нажимная плита (Настроенная)
enderio:blockPaintedPressurePlate:13, Соуларивая нажимная плита (Настроенная) (Тихая)
enderio:blockExitRail, Выездные рельсы
enderio:itemConduitProbe:0, Зонд для труб
enderio:itemYetaWrench, Гаечный ключ Йэта
enderio:itemXpTransfer:0, Стержень опыта
enderio:itemColdFireIgniter, Воспламенитель холодного огня
enderio:blockTravelAnchor, Якорь путешествия
enderio:blockTelePad, Блок телепорта
enderio:blockDialingDevice, Наборное устройство
enderio:itemCoordSelector, Настройщик координат
enderio:itemLocationPrintout, Распечаток местонахождения
enderio:itemTravelStaff:0, Посох путешествия
enderio:itemTravelStaff:0, Посох путешествия
enderio:itemRodOfReturn:0, Стержень возвращения
enderio:itemRodOfReturn:0, Стержень возвращения
enderio:blockEndermanSkull:0, Голова Эндермена
enderio:blockEndermanSkull:2, Измученная голова Эндера
enderio:itemFrankenSkull:0, Зомби-электрод
enderio:itemFrankenSkull:1, Зомби-контроллер
enderio:itemFrankenSkull:2, Зомби Фрэнк
enderio:itemFrankenSkull:3, Резонатор Эндера
enderio:itemFrankenSkull:4, Разумный Эндер
enderio:itemFrankenSkull:5, Скелетный подрядчик
enderio:itemEnderFood:0, "Эндериос"
enderio:blockGauge, Измеритель RF
enderio:itemRemoteInvAccess:0, Беспроводная инвентарная панель
enderio:itemRemoteInvAccess:0, Беспроводная инвентарная панель
enderio:itemRemoteInvAccess:1, Улучшенная беспроводная инвентарная панель
enderio:itemRemoteInvAccess:1, Улучшенная беспроводная инвентарная панель
enderio:itemRemoteInvAccess:2, Беспроводная эндер-инвентарная панель
enderio:itemRemoteInvAccess:2, Беспроводная эндер-инвентарная панель
enderio:blockInventoryPanelSensor, Инвентарный датчик
enderio:blockFusedQuartz:0, Расплавленный кварц
enderio:blockFusedQuartz:1, Почти прозрачное стекло
enderio:blockFusedQuartz:2, Освещённый расплавленный кварц
enderio:blockFusedQuartz:3, Освещённое прозрачное стекло
enderio:blockFusedQuartz:4, Тёмный расплавленный кварц
enderio:blockFusedQuartz:5, Тёмное прозрачное стекло
enderio:blockFusedQuartz_fusedQuartz:1, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:2, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:3, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:4, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:5, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:6, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:7, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:8, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:9, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:10, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:11, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:12, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:13, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:14, Расплавленный кварц
enderio:blockFusedQuartz_fusedQuartz:15, Расплавленный кварц
enderio:blockFusedQuartz_fusedGlass:1, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:2, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:3, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:4, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:5, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:6, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:7, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:8, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:9, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:10, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:11, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:12, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:13, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:14, Почти прозрачное стекло
enderio:blockFusedQuartz_fusedGlass:15, Почти прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedQuartz:1, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:2, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:3, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:4, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:5, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:6, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:7, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:8, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:9, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:10, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:11, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:12, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:13, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:14, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedQuartz:15, Освещённый расплавленный кварц
enderio:blockFusedQuartz_enlightenedFusedGlass:1, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:2, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:3, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:4, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:5, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:6, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:7, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:8, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:9, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:10, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:11, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:12, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:13, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:14, Освещённое прозрачное стекло
enderio:blockFusedQuartz_enlightenedFusedGlass:15, Освещённое прозрачное стекло
enderio:blockFusedQuartz_darkFusedQuartz:1, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:2, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:3, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:4, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:5, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:6, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:7, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:8, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:9, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:10, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:11, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:12, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:13, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:14, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedQuartz:15, Тёмный расплавленный кварц
enderio:blockFusedQuartz_darkFusedGlass:1, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:2, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:3, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:4, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:5, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:6, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:7, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:8, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:9, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:10, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:11, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:12, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:13, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:14, Тёмное прозрачное стекло
enderio:blockFusedQuartz_darkFusedGlass:15, Тёмное прозрачное стекло
enderio:itemSoulVessel, Флакон для душ
enderio:itemGliderWing:0, Крыло планёра
enderio:itemGliderWing:1, Крылья планёра
enderio:darkSteel_helmet, Тёмный шлем
enderio:darkSteel_chestplate, Тёмный нагрудник
enderio:darkSteel_leggings, Тёмные поножи
enderio:darkSteel_boots, Тёмные ботинки
enderio:darkSteel_sword, Энд
enderio:darkSteel_pickaxe, Тёмная кирка
enderio:darkSteel_axe, Тёмный топор
enderio:darkSteelBow, Тёмный лук
enderio:darkSteel_shears, Тёмные ножницы
enderio:itemMagnet:0, Электромагнит
enderio:itemMagnet:0, Электромагнит
environmentaltech:hardened_stone:0, Hardened Stone
environmentaltech:hardened_stone:1, Hardened Stone Paver
environmentaltech:hardened_stone:2, Hardened Stone Bricks
environmentaltech:hardened_stone:3, Hardened Stone Tiles
environmentaltech:hardened_stone_stairs, Hardened Stone Stairs
environmentaltech:hardened_stone_brick_stairs, Hardened Stone Brick Stairs
environmentaltech:hardened_stone_slab:0, Hardened Stone Slab
environmentaltech:hardened_stone_paver_slab:0, Hardened Stone Paver Slab
environmentaltech:hardened_stone_brick_slab:0, Hardened Stone Brick Slab
environmentaltech:basalt:0, Basalt
environmentaltech:basalt:1, Basalt Paver
environmentaltech:basalt:2, Basalt Bricks
environmentaltech:basalt:3, Basalt Tiles
environmentaltech:basalt_stairs, Basalt Stairs
environmentaltech:basalt_brick_stairs, Basalt Brick Stairs
environmentaltech:basalt_slab:0, Basalt Slab
environmentaltech:basalt_paver_slab:0, Basalt Paver Slab
environmentaltech:basalt_brick_slab:0, Basalt Brick Slab
environmentaltech:alabaster:0, Alabaster
environmentaltech:alabaster:1, Alabaster Paver
environmentaltech:alabaster:2, Alabaster Bricks
environmentaltech:alabaster:3, Alabaster Tiles
environmentaltech:alabaster_stairs, Alabaster Stairs
environmentaltech:alabaster_brick_stairs, Alabaster Brick Stairs
environmentaltech:alabaster_slab:0, Alabaster Slab
environmentaltech:alabaster_paver_slab:0, Alabaster Paver Slab
environmentaltech:alabaster_brick_slab:0, Alabaster Brick Slab
environmentaltech:lonsdaleite:0, Lonsdaleite
environmentaltech:lonsdaleite:1, Lonsdaleite Paver
environmentaltech:lonsdaleite:2, Lonsdaleite Bricks
environmentaltech:lonsdaleite:3, Lonsdaleite Tiles
environmentaltech:lonsdaleite_stairs, Lonsdaleite Stairs
environmentaltech:lonsdaleite_brick_stairs, Lonsdaleite Brick Stairs
environmentaltech:lonsdaleite_slab:0, Lonsdaleite Slab
environmentaltech:lonsdaleite_paver_slab:0, Lonsdaleite Paver Slab
environmentaltech:lonsdaleite_brick_slab:0, Lonsdaleite Brick Slab
environmentaltech:sand_enriched, Enriched Sand
environmentaltech:glass_clear, Clear Glass
environmentaltech:mica, Mica
environmentaltech:basalt_structure:0, Basalt Structure Block Tier 1
environmentaltech:basalt_structure:1, Basalt Structure Block Tier 2
environmentaltech:basalt_structure:2, Basalt Structure Block Tier 3
environmentaltech:basalt_structure:3, Basalt Structure Block Tier 4
environmentaltech:alabaster_structure:0, Alabaster Structure Block Tier 1
environmentaltech:alabaster_structure:1, Alabaster Structure Block Tier 2
environmentaltech:alabaster_structure:2, Alabaster Structure Block Tier 3
environmentaltech:alabaster_structure:3, Alabaster Structure Block Tier 4
environmentaltech:hardened_stone_structure:0, Hardened Stone Structure Block Tier 1
environmentaltech:hardened_stone_structure:1, Hardened Stone Structure Block Tier 2
environmentaltech:hardened_stone_structure:2, Hardened Stone Structure Block Tier 3
environmentaltech:hardened_stone_structure:3, Hardened Stone Structure Block Tier 4
environmentaltech:basalt_machine_base, Basalt Machine Base
environmentaltech:alabaster_machine_base, Alabaster Machine Base
environmentaltech:hardened_stone_machine_base, Hardened Stone Machine Base
environmentaltech:controller_solar_1, Solar Panel Controller Tier 1
environmentaltech:controller_solar_2, Solar Panel Controller Tier 2
environmentaltech:controller_solar_3, Solar Panel Controller Tier 3
environmentaltech:controller_solar_4, Solar Panel Controller Tier 4
environmentaltech:controller_lightning_1, Lightning Rod Controller Tier 1
environmentaltech:controller_lightning_2, Lightning Rod Controller Tier 2
environmentaltech:controller_lightning_3, Lightning Rod Controller Tier 3
environmentaltech:controller_lightning_4, Lightning Rod Controller Tier 4
environmentaltech:controller_void_ore_miner_1, Void Ore Miner Controller Tier 1
environmentaltech:controller_void_ore_miner_2, Void Ore Miner Controller Tier 2
environmentaltech:controller_void_ore_miner_3, Void Ore Miner Controller Tier 3
environmentaltech:controller_void_ore_miner_4, Void Ore Miner Controller Tier 4
environmentaltech:controller_void_res_miner_1, Void Resource Miner Controller Tier 1
environmentaltech:controller_void_res_miner_2, Void Resource Miner Controller Tier 2
environmentaltech:controller_void_res_miner_3, Void Resource Miner Controller Tier 3
environmentaltech:controller_void_res_miner_4, Void Resource Miner Controller Tier 4
environmentaltech:controller_nano_bot_beacon_1, Nano Bot Beacon Controller Tier 1
environmentaltech:controller_nano_bot_beacon_2, Nano Bot Beacon Controller Tier 2
environmentaltech:controller_nano_bot_beacon_3, Nano Bot Beacon Controller Tier 3
environmentaltech:controller_nano_bot_beacon_4, Nano Bot Beacon Controller Tier 4
environmentaltech:solar_1, Solar Cell
environmentaltech:lightning_rod, Lightning Rod
environmentaltech:lightning_rod_insulated, Insulated Lightning Rod
environmentaltech:laser_core, Laser Core
environmentaltech:lens, Clear Lens
environmentaltech:lens_colored:0, White Lens
environmentaltech:lens_colored:1, Orange Lens
environmentaltech:lens_colored:2, Magenta Lens
environmentaltech:lens_colored:3, Light Blue Lens
environmentaltech:lens_colored:4, Yellow Lens
environmentaltech:lens_colored:5, Lime Lens
environmentaltech:lens_colored:6, Pink Lens
environmentaltech:lens_colored:7, Gray Lens
environmentaltech:lens_colored:8, Light Gray Lens
environmentaltech:lens_colored:9, Cyan Lens
environmentaltech:lens_colored:10, Purple Lens
environmentaltech:lens_colored:11, Blue Lens
environmentaltech:lens_colored:12, Brown Lens
environmentaltech:lens_colored:13, Green Lens
environmentaltech:lens_colored:14, Red Lens
environmentaltech:lens_colored:15, Black Lens
environmentaltech:modifier_core, Modifier Core
environmentaltech:modifier_speed_1, Speed Modifier
environmentaltech:modifier_piezo_1, Piezo Modifier
environmentaltech:modifier_accuracy_1, Accuracy Modifier
environmentaltech:modifier_flight, Flight Modifier
environmentaltech:modifier_night_vision, Night Vision Modifier
environmentaltech:modifier_haste, Haste Modifier
environmentaltech:modifier_strength, Strength Modifier
environmentaltech:modifier_water_breathing, Water Breathing Modifier
environmentaltech:modifier_regen, Regen Modifier
environmentaltech:modifier_saturation, Saturation Modifier
environmentaltech:modifier_resistance, Resistance Modifier
environmentaltech:modifier_jump_boost, Jump Boost Modifier
environmentaltech:modifier_fire_resistance, Fire Resistance Modifier
environmentaltech:launcher_1, Launcher
environmentaltech:lens_item, Lens
environmentaltech:photovoltaic_cell, Photovoltaic Cell
environmentaltech:tool_multiblock_assembler, Assembler
environmentaltech:ender_stabilized, Stabilized Ender Pearl
environmentaltech:lonsdaleite_shard, Lonsdaleite Shard
environmentaltech:digital_guide, Digital Guide [WIP]
extrautils2:wateringcan, Watering Can
extrautils2:itemcreativedestructionwand, Creative Destruction Wand
extrautils2:itembuilderswand, Builders Wand
extrautils2:itemdestructionwand, Destruction Wand
extrautils2:itemcreativebuilderswand, Creative Builders Wand
extrautils2:soundmuffler, Sound Muffler
extrautils2:enderlilly, Ender Lilly
extrautils2:decorativesolidwood:0, Magical Planks
extrautils2:decorativesolidwood:1, Magical Wood
extrautils2:decorativesolidwood:2, Diagonal Wood
extrautils2:trashcan, Trash Can
extrautils2:trashcanfluid, Trash Can (Fluid)
extrautils2:trashcanenergy, Trash Can (Energy)
extrautils2:angelblock, Angel Block
extrautils2:passivegenerator:0, Solar Panel
extrautils2:passivegenerator:1, Lunar Panel
extrautils2:passivegenerator:2, Lava Mill
extrautils2:passivegenerator:3, Water Mill
extrautils2:passivegenerator:4, Wind Mill
extrautils2:passivegenerator:5, Fire Mill
extrautils2:passivegenerator:6, Creative Mill
extrautils2:passivegenerator:7, Manual Mill
extrautils2:passivegenerator:8, Dragon Egg Mill
extrautils2:supermobspawner, Resturbed Mob Spawner
extrautils2:cursedearth, Cursed Earth
extrautils2:redstoneclock, Redstone Clock
extrautils2:compressedcobblestone:0, Compressed Cobblestone
extrautils2:compressedcobblestone:1, Double Compressed Cobblestone
extrautils2:compressedcobblestone:2, Triple Compressed Cobblestone
extrautils2:compressedcobblestone:3, Quadruple Compressed Cobblestone
extrautils2:compressedcobblestone:4, Quintuple Compressed Cobblestone
extrautils2:compressedcobblestone:5, Sextuple Compressed Cobblestone
extrautils2:compressedcobblestone:6, Septuple Compressed Cobblestone
extrautils2:compressedcobblestone:7, Octuple Compressed Cobblestone
extrautils2:compresseddirt:0, Compressed Dirt
extrautils2:compresseddirt:1, Double Compressed Dirt
extrautils2:compresseddirt:2, Triple Compressed Dirt
extrautils2:compresseddirt:3, Quadruple Compressed Dirt
extrautils2:compressedsand:0, Compressed Sand
extrautils2:compressedsand:1, Double Compressed Sand
extrautils2:compressedgravel:0, Compressed Gravel
extrautils2:compressedgravel:1, Double Compressed Gravel
extrautils2:compressednetherrack:0, Compressed Netherrack
extrautils2:compressednetherrack:1, Double Compressed Netherrack
extrautils2:compressednetherrack:2, Triple Compressed Netherrack
extrautils2:compressednetherrack:3, Quadruple Compressed Netherrack
extrautils2:compressednetherrack:4, Quintuple Compressed Netherrack
extrautils2:compressednetherrack:5, Sextuple Compressed Netherrack
extrautils2:glasscutter, Glass Cutter
extrautils2:endershard, Ender Shard
extrautils2:redorchid, Red Orchid
extrautils2:sickle_wood, Wooden Sickle
extrautils2:sickle_stone, Stone Sickle
extrautils2:sickle_iron, Iron Sickle
extrautils2:sickle_gold, Golden Sickle
extrautils2:sickle_diamond, Diamond Sickle
extrautils2:poweroverload, Power Overload
extrautils2:resonator, Resonator
extrautils2:suncrystal, Sun Crystal
extrautils2:spotlight, Spotlight
extrautils2:screen, Screen
extrautils2:decorativesolid:0, Border Stone
extrautils2:decorativesolid:1, Crossed Stone
extrautils2:decorativesolid:2, Polished Stone
extrautils2:decorativesolid:3, Stoneburnt
extrautils2:decorativesolid:4, Sandy Glass
extrautils2:decorativesolid:5, Truchet
extrautils2:decorativesolid:6, Blue Quartz
extrautils2:ingredients:0, Resonating Redstone Crystal
extrautils2:ingredients:1, Redstone Gear
extrautils2:ingredients:2, Eye of Redstone
extrautils2:ingredients:3, Lunar Reactive Dust
extrautils2:ingredients:4, Red Coal
extrautils2:ingredients:5, Moon Stone
extrautils2:ingredients:6, Upgrade Speed
extrautils2:ingredients:7, Upgrade Stack
extrautils2:ingredients:8, Upgrade Mining
extrautils2:ingredients:9, Upgrade Base
extrautils2:ingredients:10, Drop of Evil
extrautils2:ingredients:11, Demon Ingot
extrautils2:ingredients:12, Enchanted Ingot
extrautils2:ingredients:13, Wireless RF Heating Coil
extrautils2:ingredients:14, Blue Dye
